1.43637539,0.74944716
0.49563752,0.81009835
1.10210771,-0.03291351
2.19625054,0.67670808
1.12028282,1.76652685
-0.0368434,2.74467318
0.14289676,-0.16051993
0.8301257,3.37741185
0.80833172,2.52607796
0.13418479,1.1685075
1.18066413,0.69879347
2.26652848,0.30134573
0.74883071,1.83277058
0.79542995,0.30539475
-1.20152191,0.53811701
0.2254869,1.88361714
-0.39327258,1.43594418
0.61376535,1.89674736
1.52558635,1.50473203
2.52326928,0.59910286
2.79849445,0.48615199
0.88311573,1.7963676
0.67980381,0.32880984
1.81751628,2.18665904
1.49015919,1.79070197
1.76525116,1.28772149
1.77827905,1.00322611
-0.48030517,1.36561719
1.54036396,4.52667782
0.90846098,0.88756334
0.23974762,-0.55659393
0.30640456,2.9151023
2.28145775,1.60984605
0.19026239,0.35208838
-0.23681835,3.61733491
1.21468645,1.55095042
3.01077177,1.29420368
1.02555443,0.2221562
1.30829944,-0.0649301
0.06175279,-0.76841403
2.67421595,0.57708046
1.12498817,-0.05310243
1.53010126,1.64775524
0.04793178,0.68237181
1.85404282,2.76899157
1.38914573,2.5105824
-0.15600108,1.16401032
1.03974013,0.71723629
0.5494014,2.15216581
1.10924794,-0.14650763
6.6736987,5.166475
5.330887,5.21282142
5.5996773,4.48554099
5.32819757,5.02601649
6.57562902,4.87072602
5.22190648,3.61824212
4.9364388,4.42889303
6.5529783,3.70086948
5.57657116,3.10013148
6.36158716,4.63474546
5.64811076,4.06745359
6.26954071,3.81287946
3.43555064,4.29172746
6.46586413,4.98769469
7.85356094,4.39293457
7.03928934,4.19455137
6.91089658,4.27978496
5.76026871,4.05122031
6.18099808,3.22553376
6.24424955,4.78678171
6.09639288,5.40890695
5.1695315,3.46590142
5.64774781,5.92775843
5.82522496,3.82375245
5.51934658,3.75624964
6.83683671,3.10239934
8.53834934,3.20766313
4.67666575,3.04702531
6.12834026,4.35390545
4.55762085,5.59702632
7.30250821,4.52747025
7.4099115,4.8542023
4.33745703,5.34184652
7.94368448,1.50046656
4.91530155,3.83244068
6.22681898,4.35301531
7.0989292,4.71725373
6.14718875,2.69514836
8.29566581,2.99413105
8.75255788,4.79068347
6.13831772,3.88342867
4.09293379,4.55308989
5.63500701,3.0393552
5.15188999,2.3661976
5.23524664,4.76120028
4.87230519,5.19330715
6.0781889,5.63205722
8.10662966,2.4678104
5.28415261,2.6631476
5.71948434,2.5261535
3.95833693,7.97163804
3.38449266,9.55074319
5.31415481,10.2359932
2.54493342,9.16482704
2.25765078,8.72404484
4.20530468,10.61703508
5.1929304,10.6127015
3.1971769,10.28938116
2.73436358,10.39531612
3.85066865,9.12943716
2.36355332,9.50231162
4.01734435,9.89332818
4.82838727,9.31217086
4.21773835,10.33188088
2.0907551,12.36522474
3.46317818,9.51776928
3.6979677,10.64744821
5.81358213,8.96557528
4.91485175,11.3395546
3.94291928,9.03085964
5.30936208,10.2087156
2.95526415,9.38140664
3.65173319,10.51201564
5.41256116,10.01135417
5.50238293,9.95601137
4.73037599,12.94909254
4.49075227,9.36995381
3.41387386,9.9531206
4.74489965,12.68302551
3.17184503,8.85330931
4.57452073,10.55299875
4.28184138,8.92354159
5.13930627,11.03063958
3.57413215,10.32752981
4.63613989,10.65212481
4.79317808,9.72113888
3.10162289,10.24519159
4.15624484,11.47251348
5.59725391,7.72489846
4.11243971,8.36670928
3.69137507,10.41546894
4.45665961,9.34523115
3.72489917,9.70365168
4.44314361,8.50308112
3.86523487,9.09516555
3.98167177,9.59581845
4.46078943,9.27420183
5.36231546,9.13351497
4.45187457,9.57815322
5.64838366,9.05733368
